,0
0,leadership
1,leadership
2,leadership
3,innovation
4,leadership
5,strategic
6,leadership
7,leadership
8,leadership
9,leadership
10,innovation
11,innovation
12,innovation
13,innovation
14,innovation
15,innovation
16,innovation
17,innovation
